mTitle,mLink
Two of Us,https://en.wikipedia.org/wiki/Two_of_Us_(1987_film)
"Two Young Men, UT",NA
"Twoyoungmen, UT.",NA
Typhoon Club,https://en.wikipedia.org/wiki/Typhoon_Club_(film)
Un amour à taire,https://en.wikipedia.org/wiki/A_Love_to_Hide
Un Año sin amor,https://en.wikipedia.org/wiki/A_Year_Without_Love
Un Chant d'Amour,https://en.wikipedia.org/wiki/A_Song_of_Love
Una Giornata particolare,https://en.wikipedia.org/wiki/A_Special_Day
Unconditional Love,https://en.wikipedia.org/wiki/Unconditional_Love_(film)
Uncut,https://en.wikipedia.org/wiki/Uncut_(film)
Under Heat,NA
Under One Roof,https://en.wikipedia.org/wiki/Under_One_Roof_(film)
Under the Tuscan Sun,https://en.wikipedia.org/wiki/Under_the_Tuscan_Sun_(film)
Undertow,https://en.wikipedia.org/wiki/Undertow_(2009_film)
Undressing Israel: Gay Men in the Promised Land,https://en.wikipedia.org/wiki/Undressing_Israel:_Gay_Men_in_the_Promised_Land
Une petite zone de turbulences,NA
Une robe d'été,https://en.wikipedia.org/wiki/A_Summer_Dress
An Unexpected Love,NA
The Uninvited,https://en.wikipedia.org/wiki/The_Uninvited_(1944_film)
A Union in Wait,https://en.wikipedia.org/wiki/A_Union_in_Wait
United States of Love,https://en.wikipedia.org/wiki/United_States_of_Love
The Users,https://en.wikipedia.org/wiki/The_Users_(film)
Unsolved Suburbia,NA
Unspoken Passion,NA
Until the Moon Waxes,NA
Unveiled,https://en.wikipedia.org/wiki/Fremde_Haut
Uproar,NA
Urbania,https://en.wikipedia.org/wiki/Urbania_(film)
V for Vendetta,https://en.wikipedia.org/wiki/V_for_Vendetta_(film)
Vacationland,https://en.wikipedia.org/wiki/Vacationland_(film)
Valentine's Day,https://en.wikipedia.org/wiki/Valentine%27s_Day_(2010_film)
Valerie and Her Week of Wonders,https://en.wikipedia.org/wiki/Valerie_and_Her_Week_of_Wonders_(film)
Valley of the Dolls,https://en.wikipedia.org/wiki/Valley_of_the_Dolls_(film)
Vampire Boys,NA
Vampire Diary,https://en.wikipedia.org/wiki/Vampire_Diary
The Vampire Lovers,https://en.wikipedia.org/wiki/The_Vampire_Lovers
Vampyres,https://en.wikipedia.org/wiki/Vampyres_(film)
Vampyros Lesbos,https://en.wikipedia.org/wiki/Vampyros_Lesbos
Vance and Pepe's Porn Start,https://en.wikipedia.org/wiki/Vance_and_Pepe%27s_Porn_Start
Vandals,NA
Vandread,https://en.wikipedia.org/wiki/Vandread
Vandread: The Second Stage,https://en.wikipedia.org/wiki/Vandread:_The_Second_Stage
Vegas in Space,https://en.wikipedia.org/wiki/Vegas_in_Space
The Velocity of Gary,https://en.wikipedia.org/wiki/The_Velocity_of_Gary
Velvet Goldmine,https://en.wikipedia.org/wiki/Velvet_Goldmine
Venkovský učitel,https://en.wikipedia.org/wiki/The_Country_Teacher
A Very Natural Thing,https://en.wikipedia.org/wiki/A_Very_Natural_Thing
A Very Serious Person,https://en.wikipedia.org/wiki/A_Very_Serious_Person
A Very Sordid Wedding,NA
VGL-Hung!,NA
Vic and Flo Saw a Bear,https://en.wikipedia.org/wiki/Vic_and_Flo_Saw_a_Bear
Vicky Cristina Barcelona,https://en.wikipedia.org/wiki/Vicky_Cristina_Barcelona
Victim,https://en.wikipedia.org/wiki/Victim_(1961_film)
Victor and Victoria,https://en.wikipedia.org/wiki/Victor_and_Victoria
Victor Victoria,https://en.wikipedia.org/wiki/Victor_Victoria
Vier Finster,NA
Vil romance,NA
Vingarne,https://en.wikipedia.org/wiki/The_Wings_(film)
Vinyl,https://en.wikipedia.org/wiki/Vinyl_(1965_film)
Viola di mare,https://en.wikipedia.org/wiki/Purple_Sea
The Violation,NA
Violet Tendencies,https://en.wikipedia.org/wiki/Violet_Tendencies
Violet's Visit,NA
The Virgin Machine,NA
A Virus Knows No Morals,https://en.wikipedia.org/wiki/A_Virus_Knows_No_Morals
VIS-à-VIS,NA
Visions of Sugarplums,NA
Vito,https://en.wikipedia.org/wiki/Vito_(film)
The Viva Voce Virus,NA
Vive L'Amour,https://en.wikipedia.org/wiki/Vive_L%27Amour
Voor een Verloren Soldaat,https://en.wikipedia.org/wiki/For_a_Lost_Soldier
Voyage,https://en.wikipedia.org/wiki/Voyage_(2013_film)
W,NA
Waiting for the Moon,https://en.wikipedia.org/wiki/Waiting_for_the_Moon_(film)
Walk like a Man,https://en.wikipedia.org/wiki/Walk_like_a_Man_(2008_film)
Walk on Water,https://en.wikipedia.org/wiki/Walk_on_Water_(film)
The Walker,https://en.wikipedia.org/wiki/The_Walker
Walang Kawala,NA
Want It,NA
Wanted!,NA
Waris Jari Hantu,https://en.wikipedia.org/wiki/Waris_Jari_Hantu
The War Boys,https://en.wikipedia.org/wiki/The_War_Boys
The War Widow,https://en.wikipedia.org/wiki/The_War_Widow
Warlock,https://en.wikipedia.org/wiki/Warlock_(1989_film)
Wasabi Tuna,https://en.wikipedia.org/wiki/Wasabi_Tuna
Was nützt die Liebe in Gedanken,https://en.wikipedia.org/wiki/Love_in_Thoughts
Watch Out,https://en.wikipedia.org/wiki/Watch_Out_(film)
Watch Over Me,NA
Water Boyy,https://en.wikipedia.org/wiki/Water_Boyy
Water Drops on Burning Rocks,https://en.wikipedia.org/wiki/Water_Drops_on_Burning_Rocks
Water Lilies,https://en.wikipedia.org/wiki/Water_Lilies_(film)
Waterberry Tears,NA
Waterboys,https://en.wikipedia.org/wiki/Waterboys_(film)
Watercolors,https://en.wikipedia.org/wiki/Watercolors_(film)
The Watermelon Woman,https://en.wikipedia.org/wiki/The_Watermelon_Woman
The Way He Looks,https://en.wikipedia.org/wiki/The_Way_He_Looks
Way Out West,https://en.wikipedia.org/wiki/Way_Out_West_(1930_film)
We Are Animals,NA
We Could Be Parents,NA
We Do,https://en.wikipedia.org/wiki/We_Do_(documentary)
We Once Were Tide,NA
We Think the World of You,NA
We Were Here,https://en.wikipedia.org/wiki/We_Were_Here_(film)
We Were One Man,NA
The Wedding Banquet,https://en.wikipedia.org/wiki/The_Wedding_Banquet
Wedding Crashers,https://en.wikipedia.org/wiki/Wedding_Crashers
Wedding Days,https://en.wikipedia.org/wiki/Wedding_Days
A Wedding Most Strange,NA
Wedding Wars,https://en.wikipedia.org/wiki/Wedding_Wars
Weekend,https://en.wikipedia.org/wiki/Weekend_(2011_film)
Weekend In The Countryside,NA
The Weight,https://en.wikipedia.org/wiki/The_Weight_(film)
Welcome to New York,https://en.wikipedia.org/wiki/Welcome_to_New_York_(2012_film)
Were the World Mine,https://en.wikipedia.org/wiki/Were_the_World_Mine
We're Funny That Way!,https://en.wikipedia.org/wiki/We%27re_Funny_That_Way!
West Hollywood Motel,NA
Westler,https://en.wikipedia.org/wiki/Westler
What Grown-Ups Know,NA
What Happens Next,https://en.wikipedia.org/wiki/What_Happens_Next
What Makes a Family,https://en.wikipedia.org/wiki/What_Makes_a_Family
What We Do Is Secret,https://en.wikipedia.org/wiki/What_We_Do_Is_Secret_(film)
What You Looking At?,NA
What's Cooking?,https://en.wikipedia.org/wiki/What%27s_Cooking%3F
When a Man Loves a Woman,NA
When Beckham Met Owen,NA
When Boys Fly,https://en.wikipedia.org/wiki/When_Boys_Fly
When I'm 64,https://en.wikipedia.org/wiki/When_I%27m_64_(television_film)
When Love Comes,NA
When Night Is Falling,https://en.wikipedia.org/wiki/When_Night_Is_Falling
When Steptoe Met Son,https://en.wikipedia.org/wiki/When_Steptoe_Met_Son
Where the Truth Lies,https://en.wikipedia.org/wiki/Where_the_Truth_Lies
Whirlwind,NA
Whispering Moon,NA
White Chicks,https://en.wikipedia.org/wiki/White_Chicks
White Frog,https://en.wikipedia.org/wiki/White_Frog
The Whiz Kids,NA
Who Am I?,https://en.wikipedia.org/wiki/Who_Am_I%3F_(2009_film)
Whole New Thing,https://en.wikipedia.org/wiki/Whole_New_Thing
Who's Afraid of Vagina Wolf?,NA
Why Not Me?,https://en.wikipedia.org/wiki/Why_Not_Me%3F_(film)
Wigstock: The Movie,https://en.wikipedia.org/wiki/Wigstock:_The_Movie
Wilby Wonderful,https://en.wikipedia.org/wiki/Wilby_Wonderful
Wild Flowers,NA
Wild Reeds,https://en.wikipedia.org/wiki/Wild_Reeds
Wild Side,https://en.wikipedia.org/wiki/Wild_Side_(1995_film)
Wild Side,https://en.wikipedia.org/wiki/Wild_Side_(2004_film)
Wild Sky,https://en.wikipedia.org/wiki/Wild_Sky
Wild Things,https://en.wikipedia.org/wiki/Wild_Things_(film)
Wild Things 2,https://en.wikipedia.org/wiki/Wild_Things_2
Wild Tigers I Have Known,https://en.wikipedia.org/wiki/Wild_Tigers_I_Have_Known
Wild Zero,https://en.wikipedia.org/wiki/Wild_Zero
Wilde,https://en.wikipedia.org/wiki/Wilde_(film)
The Wilding,https://en.wikipedia.org/wiki/The_Wilding
Will You Still Love Me Tomorrow?,NA
Windows,https://en.wikipedia.org/wiki/Windows_(film)
Winds of September,https://en.wikipedia.org/wiki/Winds_of_September
The Windy City Incident,NA
Winter Kept Us Warm,https://en.wikipedia.org/wiki/Winter_Kept_Us_Warm
The Wise Kids,https://en.wikipedia.org/wiki/The_Wise_Kids
The Wish Makers of West Hollywood,NA
Wish Me Away,https://en.wikipedia.org/wiki/Wish_Me_Away
With Every Heartbeat,https://en.wikipedia.org/wiki/With_Every_Heartbeat_(film)
Withered in a Blooming Season,NA
Without Conscience,NA
The Witnesses,https://en.wikipedia.org/wiki/The_Witnesses
Wittgenstein,https://en.wikipedia.org/wiki/Wittgenstein_(film)
The Wolves of Kromer,https://en.wikipedia.org/wiki/The_Wolves_of_Kromer
A Woman Like Eve,https://en.wikipedia.org/wiki/A_Woman_Like_Eve
Woman on Top,https://en.wikipedia.org/wiki/Woman_on_Top
The Women I Love,NA
Women in Love,https://en.wikipedia.org/wiki/Women_in_Love_(film)
Women in Revolt,https://en.wikipedia.org/wiki/Women_in_Revolt
Women Who Kill,https://en.wikipedia.org/wiki/Women_Who_Kill
Wonder Bar,https://en.wikipedia.org/wiki/Wonder_Bar
Wonder Boys,https://en.wikipedia.org/wiki/Wonder_Boys_(film)
Wonderland,https://en.wikipedia.org/wiki/The_Fruit_Machine
Word Is Out: Stories of Some of Our Lives,https://en.wikipedia.org/wiki/Word_Is_Out:_Stories_of_Some_of_Our_Lives
Words of Devotion,NA
Working It Out,NA
World and Time Enough,https://en.wikipedia.org/wiki/World_and_Time_Enough
A World for Raúl,https://en.wikipedia.org/wiki/A_World_for_Ra%C3%BAl
The World Unseen,https://en.wikipedia.org/wiki/The_World_Unseen
Worried About the Boy,https://en.wikipedia.org/wiki/Worried_About_the_Boy
Woubi Chéri,https://en.wikipedia.org/wiki/Woubi_Ch%C3%A9ri
Wrangler: Anatomy of an Icon,https://en.wikipedia.org/wiki/Wrangler:_Anatomy_of_an_Icon
Wrecked,NA
Wrestling,NA
WTC View,https://en.wikipedia.org/wiki/WTC_View
Y Tu Mamá También,https://en.wikipedia.org/wiki/Y_Tu_Mam%C3%A1_Tambi%C3%A9n
The Yacoubian Building,https://en.wikipedia.org/wiki/The_Yacoubian_Building_(film)
Yaji and Kita: The Midnight Pilgrims,https://en.wikipedia.org/wiki/Yaji_and_Kita:_The_Midnight_Pilgrims
Yaşamın Kıyısında,https://en.wikipedia.org/wiki/The_Edge_of_Heaven_(film)
Yeah Kowalski!,NA
The Year We Thought About Love,https://en.wikipedia.org/wiki/The_Year_We_Thought_About_Love
A Year Without Love,https://en.wikipedia.org/wiki/A_Year_Without_Love
Yellow Hair 2,https://en.wikipedia.org/wiki/Yellow_Hair_2
Yes or No,https://en.wikipedia.org/wiki/Yes_or_No_(film)
Yo soy la felicidad de este mundo,NA
Yogoreta Nikutai Seijo,https://en.wikipedia.org/wiki/Yogoreta_Nikutai_Seijo
Yossi,https://en.wikipedia.org/wiki/Yossi_(film)
Yossi & Jagger,https://en.wikipedia.org/wiki/Yossi_%26_Jagger
You and I,https://en.wikipedia.org/wiki/You_and_I_(film)
You and I,NA
You Are Not Alone,https://en.wikipedia.org/wiki/You_Are_Not_Alone_(film)
You Belong to Me,NA
You I Love,https://en.wikipedia.org/wiki/You_I_Love
"You, Me and Him","https://en.wikipedia.org/wiki/You,_Me_and_Him"
You Should Meet My Son!,https://en.wikipedia.org/wiki/You_Should_Meet_My_Son!
You'll Get Over It,https://en.wikipedia.org/wiki/You%27ll_Get_Over_It
The Young and Evil,https://en.wikipedia.org/wiki/The_Young_and_Evil
Young and Wild,https://en.wikipedia.org/wiki/Young_and_Wild_(2012_film)
Young Gods,https://en.wikipedia.org/wiki/Young_Gods_(film)
Young Man with a Horn,https://en.wikipedia.org/wiki/Young_Man_with_a_Horn_(film)
Young Soul Rebels,https://en.wikipedia.org/wiki/Young_Soul_Rebels
"The Young, the Gay and the Restless",NA
Young Törless,https://en.wikipedia.org/wiki/Young_T%C3%B6rless
Your Friends & Neighbors,https://en.wikipedia.org/wiki/Your_Friends_%26_Neighbors
Yours Emotionally,https://en.wikipedia.org/wiki/Yours_Emotionally
The Yo-Yo Gang,https://en.wikipedia.org/wiki/The_Yo-Yo_Gang
"Yuriko, Dasvidaniya","https://en.wikipedia.org/wiki/Yuriko,_Dasvidaniya"
Yuriko's Aroma,https://en.wikipedia.org/wiki/Yuriko%27s_Aroma
Yuwakusha,https://en.wikipedia.org/wiki/Yuwakusha
Zankoku onna jōshi,https://en.wikipedia.org/wiki/Zankoku_onna_j%C5%8Dshi
Zenne Dancer,https://en.wikipedia.org/wiki/Zenne_Dancer
Zero Patience,https://en.wikipedia.org/wiki/Zero_Patience
Zerophilia,https://en.wikipedia.org/wiki/Zerophilia
ZMD: Zombies of Mass Destruction,https://en.wikipedia.org/wiki/ZMD:_Zombies_of_Mass_Destruction_(film)
"Zorro, The Gay Blade","https://en.wikipedia.org/wiki/Zorro,_The_Gay_Blade"
ZsaZsa Zaturnnah Ze Moveeh,NA
Zurück auf Los!,NA
Zus & Zo,https://en.wikipedia.org/wiki/Zus_%26_Zo
